SubHaloID,Snapshot,Phase,StellarMass,AbsMag_g,AbsMag_r,AbsMag_i,AbsMag_z,color_gr,color_gi,SFR,BulgeMass,EffectiveRadius,VelocityDispersion,Metallicity,ID,phase_5
21,91,0,0.03240219075458121,-1.260531717957319,-1.2888295965450454,-1.3057628019380656,-1.3193318356613914,0.45475410962634266,0.5560468351758792,0.3899199066787241,-0.03209021036451684,1.013191373932002,0.8802751958830605,0.4195369830278704,91_21,0.0
22,91,0,0.4818927672261719,-0.8813155160501753,-1.1166369553013202,-1.2080607455045622,-1.2725943540498232,2.6114573820847373,2.628133297933447,-0.3690655388567069,0.2463433480364076,0.3892472550458992,3.103432282107729,2.2811366598480878,91_22,0.0
23,91,0,0.20951065763737067,-0.4499932711328908,-0.6948227670197145,-0.7942830112385529,-0.8645960393140837,2.6600607955015305,2.688433202968847,-0.3690655388567069,0.18643738725373296,-0.18681096952469373,2.0018297464912864,1.3754972769258833,91_23,0.0
24,91,0,0.009305428698844409,-0.6111545900584898,-0.8057106456090748,-0.8781053883458478,-0.9221439165573282,2.1447474966246936,2.1288005226745472,-0.36755253660556186,-0.033933804733286756,0.558859352255578,0.968957128378118,0.7900063072894091,91_24,0.0
25,91,0,0.034501246006936735,-0.5892210634067846,-0.7845786627910515,-0.8579662457940938,-0.9021366171793024,2.150603329566476,2.138712835831051,-0.36505461583141846,-0.01950333504946221,0.40019136639352687,0.9133889386082601,1.0285213966704758,91_25,0.0
26,91,0,0.24992069072444542,-0.6198389305601797,-0.8511113899446682,-0.9423329240514366,-1.0052387486515426,2.536502720429925,2.551725884018727,-0.3690655388567069,0.11288674307543772,0.03496950035391476,2.6669087447141093,1.3773424074426943,91_26,0.0
29,91,0,-0.023068671115781203,-0.49402733098441043,-0.6879988975680619,-0.7600464689005719,-0.8035522629859718,2.124252081328456,2.1019546745423483,-0.3690655388567069,-0.03177092818621555,0.42246890530272996,0.6562631577881555,0.9446044953935203,91_29,0.0
30,91,0,0.028730060281806136,-0.5853799128002687,-0.781056665654715,-0.8531763956736764,-0.8971885753976404,2.1535312460373675,2.130865587915485,-0.3690655388567069,-0.034089813007644076,0.5510297706195281,0.915838127425967,0.9641975892477788,91_30,0.0
31,91,0,-0.09806432398265559,-0.9132694355884468,-0.8727386536099877,-0.8564966326889654,-0.8461484487585405,-0.3199725885714464,-0.27658746997047445,0.14183566356076302,-0.03168010781638227,0.23897119646226614,-0.059276229177451886,0.2499585273615291,91_31,0.0
32,91,0,0.0569455409992466,-0.517129903472881,-0.7236040873682194,-0.8021753779142388,-0.8512578397287345,2.260107405577804,2.250226358841724,-0.3690655388567069,0.0841902096982031,0.08869513787863331,0.8995208506216211,1.3968258895830825,91_32,0.0
33,91,0,0.09217246723573112,-0.5446303150615681,-0.7597595892209282,-0.842453663017745,-0.8962204802664461,2.3555574825288543,2.351827568695892,-0.3690655388567069,-0.012318979133293247,0.4286114500116751,1.1637031348759308,1.3743463539302483,91_33,0.0
34,91,0,0.022256613930527334,-0.660477190600141,-0.8430218027721434,-0.9100558658536275,-0.9515094688702337,2.0229461714356236,2.005309621266432,-0.35605085651973,-0.026403824507361597,0.5169429732205925,0.7432874508949973,1.2045304062171893,91_34,0.0
